Date,UserID,TweetID,TweetPol,Tweet,QTweetID,ReplyTweetID,Mentions,hashtags
2018-05-16 20:21:12,877603622917464065,996848060776017921,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:21:57,245406845,996848249683238912,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:23:13,430662258,996848566965587969,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:31:06,13870942,996850551714385920,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:33:33,958963248,996851167073308672,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:34:30,2779314196,996851405192384518,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:35:38,18452658,996851693215199232,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:36:24,22649277,996851884492193792,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:36:37,3351346877,996851938355482625,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:41:51,915613809460563968,996853257124372480,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:42:36,387876936,996853444815261696,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:47:09,2365591523,996854587662458881,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:53:51,2783596674,996856277262307329,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:55:03,754775958,996856579227115521,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:56:58,3020157419,996857060359843840,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 20:59:01,2954765369,996857574506024962,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 21:04:37,2996274711,996858985071497216,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 21:04:53,65983096,996859052767567873,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 21:05:18,862601687990771713,996859155490197504,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-16 21:05:20,743721716313001989,996859164629532672,0.8,Here are your 'Kurdish terrorists' liberating Syria from ISIS rape and death cults and killing the caliphate in its capital of Raqqa @theresa_may   Meanwhile you welcome Turkish tyrant Erdoğan to Downing Street whilst his supporters do fascist salutes and chant Islamist slogans https://t.co/ANybgn9Yfo,None,None,['KurdsCampaign'],[]
2018-05-14 19:11:08,879127675457155072,996105650609455106,0.75,"Israelis kill more than 50 Palestinians in Gaza protests, health officials say https://t.co/5PSN5NgndO @washingtonpost This is #Great #News God Bless #America Death To Islam !",None,None,[],[]
2018-05-15 18:45:45,288290809,996461649916776448,0.75,'She will kill you and you will love her until death becomes your greatest friend',None,None,[],[]
2018-05-16 09:52:13,69808842,996689770163007488,0.75,'Just bury me in the ocean with my ancestors who jumped from the ships  because they knew death was better than bondage.' best killmonger line https://t.co/5w0T1XNEq1,996587725921845248,None,[],[]
2018-05-15 09:56:14,771339740650037248,996328394987134976,0.7,@ayubyusuf17 @SkywalkerXX5 @OthmanAzahrani @AliDawow @Lauren_Southern Well good luck then and thank you for your honesty From our side we will fight to the death to defend Israel Even if it means we kill every terrorist who dares enter THE HOLY LAND,None,996327668751785984,"['ayubyusuf17', 'SkywalkerXX5', 'OthmanAzahrani', 'AliDawow', 'Lauren_Southern']",[]
2018-05-15 12:35:47,917920240440295424,996368543858872320,0.7,And she does a good job of femsplaining her reason for her #killallmen tweet here.... How Lifeline got this activist on the list is bewildering #metoo #timesup https://t.co/VIzvyEl0SH,996258224809631744,None,[],['killallmen']
2018-05-15 20:29:57,941381443841875970,996487872348909568,0.7,@diosworId /i was sweating in my dream/   Not to mention he also laughed at some joke   This man is gonna kill me and not just bc he was leading me to death,None,996487580962185216,['diosworId'],[]
2018-05-15 23:16:15,1323511688,996529724556967936,0.7,He got some good skills in wanting death.,None,None,[],[]
2018-05-16 00:10:44,2914106773,996543434600009730,0.7,RT @ApocalypseIRL: He got some good skills in wanting death.,None,None,['ApocalypseIRL'],[]
2018-05-16 04:07:16,2241842995,996602961450106880,0.7,"Yes I’m a good ass friend, I’ll be there for you to cry too but don’t sit there and tell me your gonna kill your self over and over again after I just lost my mother from suicide.",None,None,[],[]
2018-05-14 21:06:43,22231438,996134736815734784,0.65,"@SLVR1981 If someone has access to a gun during those minutes of crisis, their odds of successfully killing themselves go way up. Because guns are among the most effective methods of suicide.",None,996134544443981825,['SLVR1981'],[]
2018-05-16 09:36:17,971592577341210625,996685759091363841,0.625,@NBCNews We believe Police who kill innocent unarmed citizens should receive the death penalty as well!,None,996548284373258240,['NBCNews'],[]
2018-05-14 17:27:15,170482627,996079508632596482,0.6,honestly sometimes u gotta joke about killing yourself to stop feeling like u wanna kill yourself https://t.co/IqQRkS2WaE,995375074504003585,None,[],[]
2018-05-15 12:59:09,1107704941,996374423706984448,0.6,Al-Mudhil humiliate to death everybody that think killing my body means they own me,None,None,[],[]
2018-05-15 13:00:18,169670184,996374713457893376,0.6,@antidotdot @PurePapua Hundreds of thousands of Papuans have been killed and they have become a minority in their own land while US and Australia fund and train Indonesian death squads. West Papua is best off in the hands of the indigenous Papuans.,None,996374078549245952,"['antidotdot', 'PurePapua']",[]
2018-05-16 00:33:06,188512561,996549065864200192,0.6,Them killing off Dodds is like one of the roughest things SVU has put me through bc honestly I didn’t know I was attached till he basically on his death bed,None,None,[],[]
2018-05-16 04:03:01,3554911,996601889197182977,0.6,"@gallerychapel @Imani_Barbarin It's amazing how his clarification is 'no no, I'm not saying the government should kill them, I'm just saying we should let them starve to death.'",None,996387665565044739,"['gallerychapel', 'Imani_Barbarin']",[]
2018-05-16 04:10:48,2891308121,996603850084634624,0.6,"@gallerychapel @Imani_Barbarin It's amazing how his clarification is 'no no, I'm not saying the government should kill them, I'm just saying we should let them starve to death.'",None,None,"['vixy', 'gallerychapel', 'Imani_Barbarin']",[]
2018-05-16 10:27:14,169670184,996698583691915264,0.6,@antidotdot @PurePapua Hundreds of thousands of Papuans have been killed and they have become a minority in their own land while US and Australia fund and train Indonesian death squads. West Papua is best off in the hands of the indigenous Papuans.,None,None,"['rk70534', 'antidotdot', 'PurePapua']",[]
2018-05-16 19:14:21,749301779251298304,996831235795283968,0.562,"@kelswid @hannahschaef I really liked the movies from what I recall; I was, uh, under the influence at the time. But the swords and elves and death-killing were pretty great.",None,996830299303620608,"['kelswid', 'hannahschaef']",[]
2018-05-15 00:18:21,1246755931,996182963116216320,0.552,"@KurtSchlichter Awesome. Leftists sure have a hard time with capitalism, they think every company that isn’t owned by a hipster tie-dye man-bun fruit loop must be a soulless suit building a Death Star to kill puppies and must be taxed into oblivion.",None,996181070642008065,['KurtSchlichter'],[]
2018-05-14 18:50:48,2816575440,996100534376550402,0.55,"@Leonidasgreek9 @KatiePavlich The problem, is that the Hamas terrorists got use to send thier own people to death in order to put pressure on Israel. Win win for them, if they manage to get people inside and maybe kill some Israelis, they win, if they die on the way, they make Israelook bad and win as well..",None,996097696615235585,"['Leonidasgreek9', 'KatiePavlich']",[]
2018-05-15 05:38:00,324570264,996263408109543424,0.55,Alcoholism suicide depression anxiety wanting to kill someone.. yes welcome to my world! Only help I’ve really had &amp; that’s the #Samaritans thank you to them for getting through another day #MentalHealthAwarenessWeek,None,None,[],[]
2018-05-15 02:52:31,988477571460423681,996221761220988928,0.533,@Troy_J_E @MontlakeMan @philosoph_goat @religulous @juggergrimm @domenictiso4 @Scairp114 @alan244g @Organics4Free @danielbsmith @YvesThevenot @_SirusTheVirus @StandBackUp2 @BjarteBjorkum @AtlanticCanuck @zachfromkansas @YaqeenREINIE @ex_vat @natesims07 @skepticgeorge @Azrael737 @phyzayo @WSleeves @Dave_was_here @1999Mcm11 @TrevorTickner @AdvanceHumanism @Brain_Force_02 @DeityFree Lol--do it-here's my Bible summary-God creates humans-hates them-kills them with a flood-then god feels bad-has sex with a virgin &amp; sends his own son who is really himself who doesn't know he's a God till age 30-to save them-&amp; then commits suicide 3 years later-the end-amen lol,None,996218767683170304,"['Troy_J_E', 'MontlakeMan', 'philosoph_goat', 'religulous', 'juggergrimm', 'domenictiso4', 'Scairp114', 'alan244g', 'Organics4Free']",[]
2018-05-15 19:56:34,2504216281,996479472785395712,0.525,@lucianaberger I would say that's even higger for Fathers Mental Health when we know the biggest killer in men under 45 is suicide in the UK and yet we still don't screen dads or the no mention of them on CG192 Nice Guidelines ( all parents matter) #Howareyoudad Campaign. Great post Luciana,None,996380545453084673,['lucianaberger'],[]
2018-05-16 09:22:04,988906115818663936,996682181547180033,0.525,"@OpTic_SamShot @BenWalke I have to disagree with you. Kylo has some of the best abilities in the game. His freeze is a guaranteed death, his pull attack(seriously come on, the kills literally land on your lap), great health regen oh and he can chop thru saber blocks. No kylo is awesome, play smarter",None,996658784058662913,"['OpTic_SamShot', 'BenWalke']",[]
2018-05-16 03:30:37,261045150,996593739245080577,0.512,"So the guy who starves own people, locks 'em up in death camps, kills own brother/relatives using cruelest means possible, is already showing signs he can't be trusted when it comes to negotiating peace deal. But Trump supporters were just gloating about this, they seem so sure!",None,None,[],[]
2018-05-14 21:32:08,312490782,996141132999544833,0.508,"What an amazing programme. Inspirational patients; dedicated, caring and skilled #NHS staff; wonderful families who consented to organ donation after the death of a loved one. Sadly not veryone makes it but we can all help improve the chances of survival...",None,996027936422625280,[],['NHS']
2018-05-16 11:37:06,4471500800,996716164674871296,0.508,"@gambogesock @rosesfromrosie @emilycfaulk suicide is alot of peoples ‘best option’ at the time, do you really think if they saw a better way out they wouldnt take it? if the show ended with her not killing herself it wouldnt have been an accurate representation of what so many people die from every year",None,995919602533175296,"['gambogesock', 'rosesfromrosie', 'emilycfaulk']",[]
2018-05-14 17:03:46,846285906801807360,996073598547779585,0.5,"#Doctors Get Paid to Prescribe More Opioids: May 15th, 2018 By #Dr_Joseph_Mercola Contributing writer for #Wake_Up World Opioid overdoses are now the leading cause of death among Americans under the age of 50, killing more than 42,000 Americans a year.… https://t.co/cEjaICJ6Mv https://t.co/r33vv1lYLa",None,None,[],"['Doctors', 'Dr_Joseph_Mercola', 'Wake_Up']"
2018-05-14 18:36:48,2717413480,996097009097424898,0.5,If I pay 15 dollars to get into the museum of death they BETTER kill me,None,None,[],[]
2018-05-14 21:24:33,52880968,996139224398270464,0.5,@Luap82517 @Hyper_RPG @lucaseuspank @TheViciousfool @ShyGuyExpress I want the one that will help me murder death kill my enemies the most.,None,996138360652685313,"['Luap82517', 'Hyper_RPG', 'lucaseuspank', 'TheViciousfool', 'ShyGuyExpress']",[]
2018-05-14 23:12:53,3269544391,996166489483939840,0.5,"@NoahPollak @Heritage world leaders have tried to bring peace there 4 way to many years,to say moving our embassy will hurt the peace process I SAY WHAT A CROCK palestinians dont want peace with israel chat DEATH TO ISRAEL,DEATH TO America take our money and pay people to kill dont give them money",None,996099844119941120,"['NoahPollak', 'Heritage']",[]
2018-05-14 23:18:27,34684258,996167887889952768,0.5,@thehill Death Cult closer to killing all non believers and condemning them to fire...because somehow that's how love works.,None,996145409654493185,['thehill'],[]
2018-05-15 00:18:44,4545136813,996183061963259904,0.5,"I really just came 6th with 10 kills coz i fell to my death because for some reason my ramp didnt build, ffs i was feeling the win too",None,None,[],[]
2018-05-15 00:43:33,588551732,996189306053001216,0.5,"While our attention has been focused on the killing of about 60 protesters in #Gaza by Israeli security forces, many of us missed this ghoulish #ISIS/#Daesh-claimed attack in #Indonesia: https://t.co/sl9WCLwViR",None,None,[],['Gaza']
2018-05-15 01:03:03,962155047554396160,996194211237052418,0.5,( happy munday !! i feel like death pls kill me https://t.co/vlEjxL9poL,None,None,[],[]
2018-05-15 02:02:05,19565209,996209069022105600,0.5,@rbery Looks like they changed the hed after the death toll hit some magic number and the killing couldn't be denied anymore...,None,996175697667215361,['rbery'],[]
2018-05-15 02:29:51,927350731744591872,996216057017745409,0.5,@Romney4Utah ' kill ourselves' you'd figure he have a better choice of words considering Utah suicide rate are some of the highest in the nation... IDK maybe he could've said 'bury ourselves' justsaying#,None,995036969490157568,['Romney4Utah'],[]
2018-05-15 03:24:56,3094488853,996229918311632896,0.5,"Metagame Fortnight #5: Sacrifice, why a well-timed death is better than a kill -https://t.co/INzQ37MoEe ##Crow",None,None,[],['Crow']
2018-05-15 03:29:44,989279935972847616,996231125721800710,0.5,RT @_iamivyrose: “Now I am who I am and I love me to death but sometimes I can just kill me” - @VinceGodson ✨,None,None,"['_iamivyrose', 'VinceGodson']",[]
2018-05-15 03:49:19,152006857,996236056050610176,0.5,RT @_iamivyrose: “Now I am who I am and I love me to death but sometimes I can just kill me” - @VinceGodson ✨,None,None,"['_iamivyrose', 'VinceGodson']",[]
2018-05-15 05:35:44,957241095561334785,996262836664983552,0.5,when your bias want you death 😂😂😂  i love the way you kill me baby 😙😙😙  #IVoteBTSBBMAs  @BTS_twt https://t.co/bQbQldtq38,993292544598462464,None,['BTS_twt'],['IVoteBTSBBMAs']
2018-05-15 09:38:00,3068503698,996323805935976448,0.5,@UrsulaNcSuibhne @crimesofbrits All I know is many Muslims like to kill people and then commit suicide.,None,996321200438734849,"['UrsulaNcSuibhne', 'crimesofbrits']",[]
