Date,UserID,TweetID,TweetPol,DescPol,QuotePol,HashPol,RTUserID,QUserID,ReplyUserID,RTweetID
2018-05-15 05:05:49,1710119833,996255307025137664,-0.217,-0.5,0,0,None,None,1710119833,None
2018-05-15 05:54:51,3305502511,996267645216452608,-0.217,0.033,0.0,0,None,None,None,None
2018-05-15 07:02:30,906752503978455040,996284670152183808,-0.217,0.0,0,0.0,75136876,None,None,989247137945808896
2018-05-15 08:01:13,3305502511,996299446404214785,-0.217,0.033,0.0,0,3305502511,None,None,996267645216452608
2018-05-15 22:57:33,28917852,996525019663609862,-0.217,0.0,0,0,None,None,2911520575,None
2018-05-16 04:08:18,75136876,996603222142869504,-0.217,0.0,0,0.0,75136876,None,None,989247137945808896
2018-05-16 04:11:32,1072871221,996604033925345280,-0.217,0.033,0,0.0,75136876,None,None,989247137945808896
2018-05-16 14:45:58,14028662,996763696293654528,-0.217,-0.417,0,0,None,None,23177770,None
2018-05-14 23:24:22,750091784760549376,996169379573362688,-0.218,0.025,0,0,None,None,800858709958230016,None
2018-05-14 19:15:00,1445709612,996106624128376833,-0.219,0.0,0,0,None,None,None,None
2018-05-14 22:17:24,917588858845454336,996152526968934401,-0.219,0.0,0,0,None,None,None,None
2018-05-15 12:16:44,406519868,996363750369382400,-0.219,0.0,0,0,None,None,298963685,None
2018-05-15 12:39:05,880920341748514817,996369375610499073,-0.219,0.078,0,0,None,None,485489788,None
2018-05-15 15:08:54,2979734501,996407077948899328,-0.219,0.0,0,0,None,None,None,None
2018-05-15 11:13:00,975656249361563649,996347711568756739,-0.22,0.0,0,0.0,None,None,None,None
2018-05-16 05:04:03,928248551146102784,996617250999169024,-0.22,-0.043,0,0,None,None,None,None
2018-05-14 21:14:44,1706349355,996136754825613312,-0.221,0.0,0,0,None,None,3914710333,None
2018-05-15 01:45:03,3096444157,996204783768764416,-0.221,0.0,0,0,None,None,951891692612861952,None
2018-05-15 05:42:34,2689011192,996264557340512256,-0.222,0.312,0,0,None,None,None,None
2018-05-15 05:50:55,266295968,996266656577064960,-0.222,0.0,0,0,2689011192,None,None,996264557340512256
2018-05-15 06:58:49,509048214,996283745064796163,-0.222,0.0,0,0,2689011192,None,None,996264557340512256
2018-05-15 21:39:34,2634186338,996505391277182978,-0.222,0.0,0,0,None,None,2615327132,None
2018-05-16 19:41:54,967869660652650496,996838170732908544,-0.224,0.0,0,0,None,None,817661098988019712,None
2018-05-14 19:02:23,3387786831,996103447991775233,-0.225,0.0,0,0,None,None,785606796488478720,None
2018-05-14 19:05:20,24323235,996104192392679424,-0.225,0.7,0,0,None,None,None,None
2018-05-14 23:21:52,1066366129,996168750352289794,-0.225,0.0,0,0,None,None,20339841,None
2018-05-15 00:03:18,748480737444139008,996179176745975808,-0.225,-0.35,0,0,27965336,None,None,995530575816548352
2018-05-15 00:20:41,1652004198,996183550796824576,-0.225,0.136,0,0,27965336,None,None,995530575816548352
2018-05-15 00:40:00,345504443,996188412175634433,-0.225,-0.07,0,0,4716252866,None,None,971611293361688576
2018-05-15 01:24:43,887447688,996199665182920704,-0.225,0.0,0,0,None,None,2718352573,None
2018-05-15 12:10:33,903273631651946498,996362196056657923,-0.225,0.75,0,0,None,None,1386083419,None
2018-05-15 16:03:34,1656365402,996420835878559744,-0.225,0.15,0,0,None,None,None,None
2018-05-15 16:50:28,3006015921,996432638952071168,-0.225,0.238,0,0,None,None,None,None
2018-05-15 16:51:08,35007717,996432808053805060,-0.225,-0.25,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:51:13,3099485283,996432829092368396,-0.225,0.025,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:52:18,76498508,996433101692825601,-0.225,0.025,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:52:51,48972207,996433236631879680,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:53:01,831718417635930116,996433281968148480,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:53:07,29188590,996433304860725253,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:53:50,3282722508,996433487061274624,-0.225,0.25,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:53:52,3648811994,996433496137715712,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:54:13,356324005,996433580862533632,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:54:36,824460680250089472,996433679760142337,-0.225,0.2,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:54:50,2749225968,996433736207097856,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:55:11,922924610600951813,996433827407921152,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:55:56,920017255814983680,996434014310469632,-0.225,0.062,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:56:33,1004483762,996434167641640960,-0.225,-0.232,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:57:53,68263175,996434504444272640,-0.225,0.125,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:58:34,4848203716,996434676389744641,-0.225,0.079,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:58:46,408723057,996434726767464448,-0.225,0.125,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:59:08,18349332,996434819943776257,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 16:59:11,888471464885665792,996434831776010240,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:01:50,34999849,996435496925630464,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:02:06,803936745884676096,996435566462894080,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:02:16,308524859,996435608351444993,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:04:25,16694382,996436147319574528,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:06:00,527523566,996436545769897985,-0.225,-0.023,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:06:11,2718236783,996436595539611649,-0.225,0.6,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:06:43,3089040558,996436727093919746,-0.225,0.036,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:08:10,408175384,996437092409511936,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:09:35,859877575979667460,996437448438763523,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:10:47,224358864,996437750785150978,-0.225,0.8,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:11:35,216498790,996437951541280768,-0.225,0.062,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:13:07,980999085065981954,996438338071683073,-0.225,0.5,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:13:21,912433003695083525,996438395260932096,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:14:25,758876521,996438665164292097,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:17:37,3419629252,996439470898429952,-0.225,0.1,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:19:17,1375885879,996439888651210752,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:20:05,531499466,996440091571752963,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:23:10,745660922,996440868629483527,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:24:19,218465097,996441157117906944,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:25:27,42167068,996441443760836608,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:31:20,45422282,996442921736986624,-0.225,0.017,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:31:27,28900361,996442950543409152,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:32:46,20702013,996443284758257664,-0.225,0.011,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:34:55,400294294,996443824397447168,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:36:46,28712882,996444288891355136,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:39:29,1861885849,996444975041794050,-0.225,0.5,0,0,3006015921,None,None,996432638952071168
2018-05-15 17:40:45,157686793,996445293418708992,-0.225,0.0,0,0,None,None,2916470293,None
2018-05-15 17:41:43,913517954,996445534566019072,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 18:00:35,3309794340,996450285160628224,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 18:00:49,146656549,996450343889330177,-0.225,0.583,0,0,3006015921,None,None,996432638952071168
2018-05-15 18:08:26,3885902654,996452257523818496,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 18:24:07,880454181554802688,996456204594364416,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 18:27:50,4352293774,996457140549234688,-0.225,-0.267,0,0,3006015921,None,None,996432638952071168
2018-05-15 18:37:09,867046667786358784,996459485626535936,-0.225,0.195,0.02,0,None,None,None,None
2018-05-15 18:38:15,781531892952756226,996459764874870785,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 19:20:37,52477974,996470424140730368,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 19:21:48,954240874921078785,996470721864912896,-0.225,0.219,0,0,3006015921,None,None,996432638952071168
2018-05-15 19:29:35,1030783884,996472682559385601,-0.225,-0.083,0,0,3006015921,None,None,996432638952071168
2018-05-15 19:33:56,885648023384186883,996473776803106816,-0.225,0.179,0,0,3006015921,None,None,996432638952071168
2018-05-15 19:39:48,556411718,996475251440615424,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 19:50:23,2331039880,996477916962803712,-0.225,0.417,0,0,3006015921,None,None,996432638952071168
2018-05-15 19:57:20,542611047,996479663496155137,-0.225,0.0,0,0,1656365402,None,None,996420835878559744
2018-05-15 19:58:15,36722777,996479895885754369,-0.225,0.104,0,0,3006015921,None,None,996432638952071168
2018-05-15 20:12:23,885819522413981697,996483450709397505,-0.225,-0.02,0,0,3006015921,None,None,996432638952071168
2018-05-15 21:11:39,527276621,996498367885656064,-0.225,0.352,0,0,3006015921,None,None,996432638952071168
2018-05-15 21:32:42,523751967,996503664897544192,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 21:50:52,92947297,996508237313855488,-0.225,0.5,0,0,None,None,255771448,None
2018-05-15 22:20:01,824422289068290048,996515570685116416,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 23:22:27,734887434,996531283902611456,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-15 23:25:43,779795771461959682,996532107412430849,-0.225,0.15,0,0,3006015921,None,None,996432638952071168
2018-05-16 00:02:59,282233469,996541483703570432,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 00:52:42,702907683804995585,996553998541959168,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 01:09:08,3511487592,996558133123166208,-0.225,0.217,0,0,3006015921,None,None,996432638952071168
2018-05-16 02:01:40,819497494992326656,996571354559377408,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 02:15:15,800528533764198400,996574772329926656,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 02:17:20,924618793615286272,996575294902427652,-0.225,-0.2,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:06:59,3006015921,996587791713783808,-0.225,0.238,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:08:26,3419899994,996588153149558784,-0.225,0.8,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:10:25,49448729,996588655387947008,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:10:39,975184752520122368,996588714339045376,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:12:52,58011584,996589272672145408,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:13:02,41984259,996589310840397825,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:13:05,811717240030711813,996589325205889024,-0.225,-0.05,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:16:25,2201749992,996590164582383617,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:17:41,934642433886965760,996590482896584705,-0.225,0.267,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:29:19,2256965582,996593411674312704,-0.225,0.375,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:31:31,898904244,996593962071805952,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:31:32,4393803438,996593969126629376,-0.225,0.112,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:32:28,974331188641845249,996594203265138688,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:32:35,721118837349957632,996594231891382272,-0.225,0.25,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:34:04,1072392192,996594605528354816,-0.225,0.334,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:34:56,24485962,996594823556722689,-0.225,0.25,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:36:17,300295246,996595163752488962,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:36:38,15120975,996595253233766400,-0.225,0.281,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:37:48,3103966130,996595543982858241,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:46:31,805781575,996597737327153152,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 03:51:21,896448546,996598955243958272,-0.225,0.525,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:18:25,939110802086391808,996605766713991170,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:20:12,3518486666,996606215307300864,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:20:46,2794347320,996606358194704385,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:21:49,120190709,996606622188224513,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:22:15,43160757,996606729835106304,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:27:57,555394425,996608166627627008,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:28:34,282355995,996608321212764160,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:32:36,121667016,996609336909615104,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:33:37,128749031,996609590207959041,-0.225,-0.025,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:35:28,308102518,996610058271252480,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:36:19,474577844,996610270154895360,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:43:20,395701428,996612039316566017,-0.225,-0.025,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:44:07,922463627856240641,996612236134289408,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:45:28,815650150848794624,996612574484582400,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 04:56:22,3104950051,996615317819404288,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 05:27:16,874994308885213184,996623095355068416,-0.225,-0.6,0,0,3006015921,None,None,996432638952071168
2018-05-16 05:46:35,945331631539101697,996627955693465600,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 05:49:53,802931230358568960,996628786908221440,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 06:01:15,634505029,996631647561728001,-0.225,0.222,0,0,3006015921,None,None,996432638952071168
2018-05-16 06:05:59,1232757781,996632835501965312,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 08:50:31,61886236,996674241218170885,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 08:56:48,2347362847,996675823619977216,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:12:53,991404764188545025,996679870724890625,-0.225,0.8,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:14:19,732540244927471617,996680231506374656,-0.225,0.25,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:33:58,829847083041562625,996685175709986816,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:35:12,730199995257737216,996685488269484033,-0.225,0.188,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:39:41,3297022953,996686615392202752,-0.225,0.44,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:40:22,4847689937,996686787669000192,-0.225,-0.067,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:40:37,951175089793384448,996686850810155008,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:40:44,995027141803769857,996686881839599616,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:41:27,827173222823010304,996687060080742400,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:42:11,793867561,996687245854769152,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:43:34,873673130883108866,996687594074378240,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:43:46,2496060027,996687644389232640,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:43:48,762767045591085057,996687652614098944,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:44:13,1917632858,996687757383749632,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:44:27,1277481013,996687815151890433,-0.225,0.104,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:44:33,821178996176064512,996687841655652352,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:46:03,359327898,996688220040716288,-0.225,-0.01,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:46:13,970271982561452032,996688259689385985,-0.225,0.089,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:47:47,830674884,996688656273428480,-0.225,-0.233,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:47:51,200305741,996688670118772736,-0.225,0.278,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:49:27,917632910,996689072335699968,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:49:54,833490642760323072,996689189264601088,-0.225,1.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:49:56,262715330,996689197032407040,-0.225,0.175,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:50:09,867046667786358784,996689248928649216,-0.225,0.195,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:51:26,2261000927,996689575249612800,-0.225,0.8,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:52:11,902598973340270592,996689763490041856,-0.225,-0.016,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:52:52,1542432121,996689932704931840,-0.225,0.129,0,0,3006015921,None,None,996432638952071168
2018-05-16 09:57:41,3098500169,996691148054949893,-0.225,-0.6,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:01:50,110793844,996692189559316480,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:02:39,2609806866,996692397424807936,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:03:40,898639333,996692650433671168,-0.225,0.075,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:06:50,986217112518742016,996693448051904512,-0.225,-0.225,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:10:00,485260360,996694247045771264,-0.225,-0.3,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:12:26,51609807,996694857853952000,-0.225,0.033,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:16:41,480096802,996695926604533760,-0.225,-0.05,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:16:57,763935668284239872,996695996024451072,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:18:39,38266703,996696420815196160,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:22:14,991577312784277504,996697324117221377,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:24:09,945243565055033345,996697808685088769,-0.225,0.5,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:26:15,785283135877545984,996698336911556609,-0.225,0.05,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:28:43,2495518514,996698957773443072,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:34:54,1549151862,996700513868636165,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:42:53,425826223,996702518930534402,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:49:07,2908263353,996704088392945666,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:50:00,3192040780,996704311445946368,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 10:57:09,792814952406982656,996706113369313280,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:00:03,3438127755,996706839646654467,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:00:24,19686935,996706927307522048,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:11:59,769241569119576069,996709844563513344,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:15:15,866348764432392192,996710665497833472,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:21:10,42769580,996712157080375296,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:35:05,3006015921,996715658732765184,-0.225,0.238,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:37:00,2303716045,996716139119071232,-0.225,0.5,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:42:40,961740091822522368,996717566197301249,-0.225,0.125,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:45:38,3298467921,996718314054389760,-0.225,-0.1,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:45:57,779470117944123392,996718393389735938,-0.225,0.083,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:47:25,707750014135697408,996718760546525186,-0.225,0.36,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:48:24,727662727599108096,996719007829983232,-0.225,0.344,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:50:14,335393795,996719471044780032,-0.225,0.25,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:50:50,772580615417831424,996719621188222977,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:51:21,808955625208213504,996719751706697728,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:54:19,876736198382944256,996720499668418561,-0.225,0.494,0,0,3006015921,None,None,996432638952071168
2018-05-16 11:58:59,1055770154,996721674119712768,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:01:01,288093268,996722183358615559,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:02:04,2900777313,996722449814204417,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:03:36,848330495771516928,996722832125186050,-0.225,0.167,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:06:48,149707496,996723639134441472,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:10:18,882667807728693249,996724519032311809,-0.225,0.375,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:10:46,4839404062,996724637361954816,-0.225,0.15,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:11:35,3951094214,996724844380110849,-0.225,0.4,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:18:37,829840734173982720,996726611578949632,-0.225,-0.008,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:21:47,710971439185170432,996727408312057856,-0.225,0.167,0,0,3006015921,None,None,996432638952071168
2018-05-16 12:26:54,963971978385379329,996728697544757248,-0.225,0.0,0,0,3006015921,None,None,996432638952071168
